source,slug,article_title,h2,first,status,reason,path
"json","chatgpt-prompts-artisans-btp","ChatGPT pour professionnels du BTP BTP : 10 prompts prêts à l'emploi par corps de métier","Pourquoi des prompts calibrés par métier","Un même outil (<strong>ChatGPT</strong>) donne des résultats très différents selon la <strong>consigne</strong> et le <strong>contexte métier</strong> que vous lui donnez.","OK","Réponse initiale acceptable","content/generated/article-chatgpt-prompts-artisans-btp.json"
"json","chatgpt-prompts-artisans-btp","ChatGPT pour professionnels du BTP BTP : 10 prompts prêts à l'emploi par corps de métier","10 prompts par corps de métier — à adapter avec vos données réelles","Tu es électricien qualifié en France.","OK","Synthèse/définition acceptable","content/generated/article-chatgpt-prompts-artisans-btp.json"
"json","chatgpt-prompts-artisans-btp","ChatGPT pour professionnels du BTP BTP : 10 prompts prêts à l'emploi par corps de métier","Confidentialité et données","Avant d&apos;insérer des informations réelles sur vos chantiers ou clients, lisez le guide <a href=""/blog/confidentialite-donnees-ia-btp"" class=""text-[var(--accent)] font-medium underline"">confidentialité des données et IA dans le BTP</a> : paramètres des comptes, anonymisation et bonnes pratiques RGPD.","OK","Synthèse/définition acceptable","content/generated/article-chatgpt-prompts-artisans-btp.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-carreleur","Comment utiliser ChatGPT pour vos devis carreleur","En bref","L'IA et ChatGPT permettent aux professionnels du BTP de gagner du temps sur les devis, emails et documents administratifs.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-carreleur.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-carreleur","Comment utiliser ChatGPT pour vos devis carreleur","Définition","L'intelligence artificielle pour le BTP désigne l'utilisation d'outils comme ChatGPT pour automatiser la rédaction de devis, emails, comptes rendus et documents techniques.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-carreleur.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-carreleur","Comment utiliser ChatGPT pour vos devis carreleur","Points clés à retenir","Gain de temps moyen : 3 à 5h par semaine sur devis, emails et CR","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-carreleur.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-carreleur","Comment utiliser ChatGPT pour vos devis carreleur","Exemple pratique","Exemple concret : un plombier qui rédige un devis de rénovation salle de bain complète en 15 min au lieu de 2h.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-carreleur.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-carreleur","Comment utiliser ChatGPT pour vos devis carreleur","Guide étape par étape","Identifier vos tâches chronophages : devis, emails clients, comptes rendus de chantier","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-carreleur.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-carreleur","Comment utiliser ChatGPT pour vos devis carreleur","Questions fréquentes","Faut-il des compétences techniques pour utiliser l'IA en BTP ?","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-carreleur.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-charpentier","Comment utiliser ChatGPT pour vos devis charpentier","En bref","L'IA et ChatGPT permettent aux professionnels du BTP de gagner du temps sur les devis, emails et documents administratifs.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-charpentier.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-charpentier","Comment utiliser ChatGPT pour vos devis charpentier","Définition","L'intelligence artificielle pour le BTP désigne l'utilisation d'outils comme ChatGPT pour automatiser la rédaction de devis, emails, comptes rendus et documents techniques.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-charpentier.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-charpentier","Comment utiliser ChatGPT pour vos devis charpentier","Points clés à retenir","Gain de temps moyen : 3 à 5h par semaine sur devis, emails et CR","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-charpentier.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-charpentier","Comment utiliser ChatGPT pour vos devis charpentier","Exemple pratique","Exemple concret : un plombier qui rédige un devis de rénovation salle de bain complète en 15 min au lieu de 2h.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-charpentier.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-charpentier","Comment utiliser ChatGPT pour vos devis charpentier","Guide étape par étape","Identifier vos tâches chronophages : devis, emails clients, comptes rendus de chantier","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-charpentier.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-charpentier","Comment utiliser ChatGPT pour vos devis charpentier","Questions fréquentes","Faut-il des compétences techniques pour utiliser l'IA en BTP ?","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-charpentier.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-chauffagiste","Comment utiliser ChatGPT pour vos devis chauffagiste","En bref","L'IA et ChatGPT permettent aux professionnels du BTP de gagner du temps sur les devis, emails et documents administratifs.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-chauffagiste.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-chauffagiste","Comment utiliser ChatGPT pour vos devis chauffagiste","Définition","L'intelligence artificielle pour le BTP désigne l'utilisation d'outils comme ChatGPT pour automatiser la rédaction de devis, emails, comptes rendus et documents techniques.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-chauffagiste.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-chauffagiste","Comment utiliser ChatGPT pour vos devis chauffagiste","Points clés à retenir","Gain de temps moyen : 3 à 5h par semaine sur devis, emails et CR","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-chauffagiste.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-chauffagiste","Comment utiliser ChatGPT pour vos devis chauffagiste","Exemple pratique","Exemple concret : un plombier qui rédige un devis de rénovation salle de bain complète en 15 min au lieu de 2h.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-chauffagiste.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-chauffagiste","Comment utiliser ChatGPT pour vos devis chauffagiste","Guide étape par étape","Identifier vos tâches chronophages : devis, emails clients, comptes rendus de chantier","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-chauffagiste.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-chauffagiste","Comment utiliser ChatGPT pour vos devis chauffagiste","Questions fréquentes","Faut-il des compétences techniques pour utiliser l'IA en BTP ?","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-chauffagiste.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-couvreur","Comment utiliser ChatGPT pour vos devis couvreur","En bref","L'IA et ChatGPT permettent aux professionnels du BTP de gagner du temps sur les devis, emails et documents administratifs.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-couvreur.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-couvreur","Comment utiliser ChatGPT pour vos devis couvreur","Définition","L'intelligence artificielle pour le BTP désigne l'utilisation d'outils comme ChatGPT pour automatiser la rédaction de devis, emails, comptes rendus et documents techniques.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-couvreur.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-couvreur","Comment utiliser ChatGPT pour vos devis couvreur","Points clés à retenir","Gain de temps moyen : 3 à 5h par semaine sur devis, emails et CR","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-couvreur.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-couvreur","Comment utiliser ChatGPT pour vos devis couvreur","Exemple pratique","Exemple concret : un plombier qui rédige un devis de rénovation salle de bain complète en 15 min au lieu de 2h.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-couvreur.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-couvreur","Comment utiliser ChatGPT pour vos devis couvreur","Guide étape par étape","Identifier vos tâches chronophages : devis, emails clients, comptes rendus de chantier","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-couvreur.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-couvreur","Comment utiliser ChatGPT pour vos devis couvreur","Questions fréquentes","Faut-il des compétences techniques pour utiliser l'IA en BTP ?","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-couvreur.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-electricien","Comment utiliser ChatGPT pour vos devis électricien","En bref","L'IA et ChatGPT permettent aux professionnels du BTP de gagner du temps sur les devis, emails et documents administratifs.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-electricien.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-electricien","Comment utiliser ChatGPT pour vos devis électricien","Définition","L'intelligence artificielle pour le BTP désigne l'utilisation d'outils comme ChatGPT pour automatiser la rédaction de devis, emails, comptes rendus et documents techniques.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-electricien.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-electricien","Comment utiliser ChatGPT pour vos devis électricien","Points clés à retenir","Gain de temps moyen : 3 à 5h par semaine sur devis, emails et CR","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-electricien.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-electricien","Comment utiliser ChatGPT pour vos devis électricien","Exemple pratique","Exemple concret : un plombier qui rédige un devis de rénovation salle de bain complète en 15 min au lieu de 2h.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-electricien.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-electricien","Comment utiliser ChatGPT pour vos devis électricien","Guide étape par étape","Identifier vos tâches chronophages : devis, emails clients, comptes rendus de chantier","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-electricien.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-electricien","Comment utiliser ChatGPT pour vos devis électricien","Questions fréquentes","Faut-il des compétences techniques pour utiliser l'IA en BTP ?","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-electricien.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-macon","Comment utiliser ChatGPT pour vos devis maçon","En bref","L'IA et ChatGPT permettent aux professionnels du BTP de gagner du temps sur les devis, emails et documents administratifs.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-macon.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-macon","Comment utiliser ChatGPT pour vos devis maçon","Définition","L'intelligence artificielle pour le BTP désigne l'utilisation d'outils comme ChatGPT pour automatiser la rédaction de devis, emails, comptes rendus et documents techniques.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-macon.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-macon","Comment utiliser ChatGPT pour vos devis maçon","Points clés à retenir","Gain de temps moyen : 3 à 5h par semaine sur devis, emails et CR","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-macon.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-macon","Comment utiliser ChatGPT pour vos devis maçon","Exemple pratique","Exemple concret : un plombier qui rédige un devis de rénovation salle de bain complète en 15 min au lieu de 2h.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-macon.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-macon","Comment utiliser ChatGPT pour vos devis maçon","Guide étape par étape","Identifier vos tâches chronophages : devis, emails clients, comptes rendus de chantier","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-macon.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-macon","Comment utiliser ChatGPT pour vos devis maçon","Questions fréquentes","Faut-il des compétences techniques pour utiliser l'IA en BTP ?","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-macon.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-menuisier","Comment utiliser ChatGPT pour vos devis menuisier","En bref","L'IA et ChatGPT permettent aux professionnels du BTP de gagner du temps sur les devis, emails et documents administratifs.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-menuisier.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-menuisier","Comment utiliser ChatGPT pour vos devis menuisier","Définition","L'intelligence artificielle pour le BTP désigne l'utilisation d'outils comme ChatGPT pour automatiser la rédaction de devis, emails, comptes rendus et documents techniques.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-menuisier.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-menuisier","Comment utiliser ChatGPT pour vos devis menuisier","Points clés à retenir","Gain de temps moyen : 3 à 5h par semaine sur devis, emails et CR","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-menuisier.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-menuisier","Comment utiliser ChatGPT pour vos devis menuisier","Exemple pratique","Exemple concret : un plombier qui rédige un devis de rénovation salle de bain complète en 15 min au lieu de 2h.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-menuisier.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-menuisier","Comment utiliser ChatGPT pour vos devis menuisier","Guide étape par étape","Identifier vos tâches chronophages : devis, emails clients, comptes rendus de chantier","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-menuisier.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-menuisier","Comment utiliser ChatGPT pour vos devis menuisier","Questions fréquentes","Faut-il des compétences techniques pour utiliser l'IA en BTP ?","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-menuisier.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-peintre","Comment utiliser ChatGPT pour vos devis peintre","En bref","L'IA et ChatGPT permettent aux professionnels du BTP de gagner du temps sur les devis, emails et documents administratifs.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-peintre.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-peintre","Comment utiliser ChatGPT pour vos devis peintre","Définition","L'intelligence artificielle pour le BTP désigne l'utilisation d'outils comme ChatGPT pour automatiser la rédaction de devis, emails, comptes rendus et documents techniques.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-peintre.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-peintre","Comment utiliser ChatGPT pour vos devis peintre","Points clés à retenir","Gain de temps moyen : 3 à 5h par semaine sur devis, emails et CR","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-peintre.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-peintre","Comment utiliser ChatGPT pour vos devis peintre","Exemple pratique","Exemple concret : un plombier qui rédige un devis de rénovation salle de bain complète en 15 min au lieu de 2h.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-peintre.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-peintre","Comment utiliser ChatGPT pour vos devis peintre","Guide étape par étape","Identifier vos tâches chronophages : devis, emails clients, comptes rendus de chantier","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-peintre.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-peintre","Comment utiliser ChatGPT pour vos devis peintre","Questions fréquentes","Faut-il des compétences techniques pour utiliser l'IA en BTP ?","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-peintre.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-plombier","Comment utiliser ChatGPT pour vos devis plombier","En bref","L'IA et ChatGPT permettent aux professionnels du BTP de gagner du temps sur les devis, emails et documents administratifs.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-plombier.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-plombier","Comment utiliser ChatGPT pour vos devis plombier","Définition","L'intelligence artificielle pour le BTP désigne l'utilisation d'outils comme ChatGPT pour automatiser la rédaction de devis, emails, comptes rendus et documents techniques.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-plombier.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-plombier","Comment utiliser ChatGPT pour vos devis plombier","Points clés à retenir","Gain de temps moyen : 3 à 5h par semaine sur devis, emails et CR","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-plombier.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-plombier","Comment utiliser ChatGPT pour vos devis plombier","Exemple pratique","Exemple concret : un plombier qui rédige un devis de rénovation salle de bain complète en 15 min au lieu de 2h.","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-plombier.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-plombier","Comment utiliser ChatGPT pour vos devis plombier","Guide étape par étape","Identifier vos tâches chronophages : devis, emails clients, comptes rendus de chantier","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-plombier.json"
"json","comment-utiliser-chatgpt-pour-vos-devis-plombier","Comment utiliser ChatGPT pour vos devis plombier","Questions fréquentes","Faut-il des compétences techniques pour utiliser l'IA en BTP ?","OK","Synthèse/définition acceptable","content/generated/article-comment-utiliser-chatgpt-pour-vos-devis-plombier.json"
"json","confidentialite-donnees-ia-btp","Comment protéger les données de votre entreprise BTP quand vous utilisez l'IA","Le bon réflexe avant toute utilisation en entreprise","L&apos;IA générative (<strong>ChatGPT</strong>, <strong>Claude</strong>, <strong>Gemini</strong>) est un <strong>outil tiers</strong> : ce que vous saisissez peut transiter sur des serveurs hors de votre infrastructure.","OK","Synthèse/définition acceptable","content/generated/article-confidentialite-donnees-ia-btp.json"
"json","confidentialite-donnees-ia-btp","Comment protéger les données de votre entreprise BTP quand vous utilisez l'IA","Ce que vous devez éviter de coller tel quel","Coordonnées complètes de clients particuliers (nom, adresse précise, téléphone) sans nécessité métier","OK","Synthèse/définition acceptable","content/generated/article-confidentialite-donnees-ia-btp.json"
"json","confidentialite-donnees-ia-btp","Comment protéger les données de votre entreprise BTP quand vous utilisez l'IA","Réglages recommandés (comptes grand public)","<strong>ChatGPT (OpenAI) :</strong> Paramètres → Contrôles des données → désactiver l&apos;utilisation de vos contenus pour l&apos;entraînement lorsque l&apos;option existe.","OK","Synthèse/définition acceptable","content/generated/article-confidentialite-donnees-ia-btp.json"
"json","confidentialite-donnees-ia-btp","Comment protéger les données de votre entreprise BTP quand vous utilisez l'IA","RGPD : rôle du responsable de traitement","Votre entreprise reste <strong>responsable</strong> des traitements de données personnelles liés à son activité (clients, salariés, sous-traitants).","OK","Synthèse/définition acceptable","content/generated/article-confidentialite-donnees-ia-btp.json"
"json","confidentialite-donnees-ia-btp","Comment protéger les données de votre entreprise BTP quand vous utilisez l'IA","Questions fréquentes","Les conversations ChatGPT sont-elles utilisées pour entraîner les modèles ?","OK","Synthèse/définition acceptable","content/generated/article-confidentialite-donnees-ia-btp.json"
"json","devis-en-15-min-le-guide-carreleur","Devis en 15 min : le guide carreleur","En bref","L'IA et ChatGPT permettent aux professionnels du BTP de gagner du temps sur les devis, emails et documents administratifs.","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-carreleur.json"
"json","devis-en-15-min-le-guide-carreleur","Devis en 15 min : le guide carreleur","Définition","L'intelligence artificielle pour le BTP désigne l'utilisation d'outils comme ChatGPT pour automatiser la rédaction de devis, emails, comptes rendus et documents techniques.","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-carreleur.json"
"json","devis-en-15-min-le-guide-carreleur","Devis en 15 min : le guide carreleur","Points clés à retenir","Gain de temps moyen : 3 à 5h par semaine sur devis, emails et CR","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-carreleur.json"
"json","devis-en-15-min-le-guide-carreleur","Devis en 15 min : le guide carreleur","Exemple pratique","Exemple concret : un plombier qui rédige un devis de rénovation salle de bain complète en 15 min au lieu de 2h.","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-carreleur.json"
"json","devis-en-15-min-le-guide-carreleur","Devis en 15 min : le guide carreleur","Guide étape par étape","Identifier vos tâches chronophages : devis, emails clients, comptes rendus de chantier","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-carreleur.json"
"json","devis-en-15-min-le-guide-carreleur","Devis en 15 min : le guide carreleur","Questions fréquentes","Faut-il des compétences techniques pour utiliser l'IA en BTP ?","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-carreleur.json"
"json","devis-en-15-min-le-guide-charpentier","Devis en 15 min : le guide charpentier","En bref","L'IA et ChatGPT permettent aux professionnels du BTP de gagner du temps sur les devis, emails et documents administratifs.","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-charpentier.json"
"json","devis-en-15-min-le-guide-charpentier","Devis en 15 min : le guide charpentier","Définition","L'intelligence artificielle pour le BTP désigne l'utilisation d'outils comme ChatGPT pour automatiser la rédaction de devis, emails, comptes rendus et documents techniques.","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-charpentier.json"
"json","devis-en-15-min-le-guide-charpentier","Devis en 15 min : le guide charpentier","Points clés à retenir","Gain de temps moyen : 3 à 5h par semaine sur devis, emails et CR","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-charpentier.json"
"json","devis-en-15-min-le-guide-charpentier","Devis en 15 min : le guide charpentier","Exemple pratique","Exemple concret : un plombier qui rédige un devis de rénovation salle de bain complète en 15 min au lieu de 2h.","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-charpentier.json"
"json","devis-en-15-min-le-guide-charpentier","Devis en 15 min : le guide charpentier","Guide étape par étape","Identifier vos tâches chronophages : devis, emails clients, comptes rendus de chantier","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-charpentier.json"
"json","devis-en-15-min-le-guide-charpentier","Devis en 15 min : le guide charpentier","Questions fréquentes","Faut-il des compétences techniques pour utiliser l'IA en BTP ?","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-charpentier.json"
"json","devis-en-15-min-le-guide-chauffagiste","Devis en 15 min : le guide chauffagiste","En bref","L'IA et ChatGPT permettent aux professionnels du BTP de gagner du temps sur les devis, emails et documents administratifs.","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-chauffagiste.json"
"json","devis-en-15-min-le-guide-chauffagiste","Devis en 15 min : le guide chauffagiste","Définition","L'intelligence artificielle pour le BTP désigne l'utilisation d'outils comme ChatGPT pour automatiser la rédaction de devis, emails, comptes rendus et documents techniques.","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-chauffagiste.json"
"json","devis-en-15-min-le-guide-chauffagiste","Devis en 15 min : le guide chauffagiste","Points clés à retenir","Gain de temps moyen : 3 à 5h par semaine sur devis, emails et CR","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-chauffagiste.json"
"json","devis-en-15-min-le-guide-chauffagiste","Devis en 15 min : le guide chauffagiste","Exemple pratique","Exemple concret : un plombier qui rédige un devis de rénovation salle de bain complète en 15 min au lieu de 2h.","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-chauffagiste.json"
"json","devis-en-15-min-le-guide-chauffagiste","Devis en 15 min : le guide chauffagiste","Guide étape par étape","Identifier vos tâches chronophages : devis, emails clients, comptes rendus de chantier","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-chauffagiste.json"
"json","devis-en-15-min-le-guide-chauffagiste","Devis en 15 min : le guide chauffagiste","Questions fréquentes","Faut-il des compétences techniques pour utiliser l'IA en BTP ?","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-chauffagiste.json"
"json","devis-en-15-min-le-guide-couvreur","Devis en 15 min : le guide couvreur","En bref","L'IA et ChatGPT permettent aux professionnels du BTP de gagner du temps sur les devis, emails et documents administratifs.","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-couvreur.json"
"json","devis-en-15-min-le-guide-couvreur","Devis en 15 min : le guide couvreur","Définition","L'intelligence artificielle pour le BTP désigne l'utilisation d'outils comme ChatGPT pour automatiser la rédaction de devis, emails, comptes rendus et documents techniques.","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-couvreur.json"
"json","devis-en-15-min-le-guide-couvreur","Devis en 15 min : le guide couvreur","Points clés à retenir","Gain de temps moyen : 3 à 5h par semaine sur devis, emails et CR","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-couvreur.json"
"json","devis-en-15-min-le-guide-couvreur","Devis en 15 min : le guide couvreur","Exemple pratique","Exemple concret : un plombier qui rédige un devis de rénovation salle de bain complète en 15 min au lieu de 2h.","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-couvreur.json"
"json","devis-en-15-min-le-guide-couvreur","Devis en 15 min : le guide couvreur","Guide étape par étape","Identifier vos tâches chronophages : devis, emails clients, comptes rendus de chantier","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-couvreur.json"
"json","devis-en-15-min-le-guide-couvreur","Devis en 15 min : le guide couvreur","Questions fréquentes","Faut-il des compétences techniques pour utiliser l'IA en BTP ?","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-couvreur.json"
"json","devis-en-15-min-le-guide-electricien","Devis en 15 min : le guide électricien","En bref","L'IA et ChatGPT permettent aux professionnels du BTP de gagner du temps sur les devis, emails et documents administratifs.","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-electricien.json"
"json","devis-en-15-min-le-guide-electricien","Devis en 15 min : le guide électricien","Définition","L'intelligence artificielle pour le BTP désigne l'utilisation d'outils comme ChatGPT pour automatiser la rédaction de devis, emails, comptes rendus et documents techniques.","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-electricien.json"
"json","devis-en-15-min-le-guide-electricien","Devis en 15 min : le guide électricien","Points clés à retenir","Gain de temps moyen : 3 à 5h par semaine sur devis, emails et CR","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-electricien.json"
"json","devis-en-15-min-le-guide-electricien","Devis en 15 min : le guide électricien","Exemple pratique","Exemple concret : un plombier qui rédige un devis de rénovation salle de bain complète en 15 min au lieu de 2h.","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-electricien.json"
"json","devis-en-15-min-le-guide-electricien","Devis en 15 min : le guide électricien","Guide étape par étape","Identifier vos tâches chronophages : devis, emails clients, comptes rendus de chantier","OK","Synthèse/définition acceptable","content/generated/article-devis-en-15-min-le-guide-electricien.json"
